movie_id,title,genres,directors,actors,overview
6554,Garage Days,Comedy|Musical,Alex Proyas,Pia Miranda|Brett Stiller|Russell Dykstra|Kick Gurry|Maya Stange,"The story of a young Sydney band trying to get a foothold in the competitive world of rock n' roll. After the band's first gig is a colossal failure, the lead singer takes it upon himself to go out and pursue the most successful rock manager in the country. Meanwhile, the other members of the band continue to deal with the kind of everyday life issues that can ultimately tear a band apart. It may be the dawn of a new millennium, but it's still a long way to the top if you want to rock n' roll."
6557,Born to Be Wild,Comedy|Adventure|Drama|Children,John Gray,Helen Shaver|Jean Marie Barnwell|Peter Boyle|John C. McGinley|Wil Horneff,Rick Heller is a juvenile delinquent who keeps getting himself into trouble. To keep him out of trouble his mother puts him to work cleaning the cage of a gorilla named Katie which she is teaching to communicate through the use of sign language. When the owner of the gorilla takes her back to become a flea market freak Rick takes it upon himself to break Katie out and take her on an adventurous journey to get her out of the country.
6558,Curly Sue,Comedy|Drama,John Hughes,Steve Carell|Jim Belushi|John Getz|Kelly Lynch|Alisan Porter,"Bill is a penniless drifter who scams strangers out of just enough money to feed himself and his partner in crime, an orphan girl known as Curly Sue. Bill and Curly Sue target Grey, a yuppie lawyer, but their con takes an unexpected turn when the successful woman begins to like the ramshackle duo. But there's one problem—Grey's jealous, conniving boyfriend, Walker."
6559,Little Giants,Comedy|Children,Duwayne Dunham,Shawna Waldron|Devon Sawa|Ed O'Neill|Rick Moranis|Todd Bosley,"When Danny O'Shea's daughter is cut from the Peewee football team just for being a girl, he decides to form his own team, composed of other ragtag players who were also cut. Can his team really learn enough to beat the elite team, coached by his brother, a former pro player?"
6560,Loose Cannons,Comedy|Action,Bob Clark,Dom DeLuise|Dan Aykroyd|Nancy Travis|Gene Hackman|Ronny Cox,"Mac, the two-fisted, savvy cop finds that he's being saddled with a new partner, a known burnout, to work with him on a new and difficult case. The new partner is Ellis, an amazing detective, one who puts Sherlock Holmes to shame with his lightning-fast deductions. But he keeps assuming the personalities of entire casts of Television shows. This can be a problem when people begin shooting at them."
6561,The Mouse That Roared,Comedy|War,Jack Arnold,Jean Seberg|Leo McKern|David Kossoff|William Hartnell|Peter Sellers,"The Duchy of Grand Fenwick decides that the only way to get out of their economic woes is to declare war on the United States, lose and accept foreign aid. They send an invasion force (in chain mail, armed with bows and arrows) to New York and they arrive during a nuclear drill that has cleared the streets."
6563,Masked and Anonymous,Comedy|Drama,Larry Charles,Jeff Bridges|Jessica Lange|Penélope Cruz|Bob Dylan|John Goodman,"A nation wracked with civil war and social unrest anticipates a giant charity concert, organized by deceptive promoter Uncle Sweetheart, who plans on raking in huge sums for himself from the event. Headlining is legendary musician Jack Fate, whose prison time is cut short with Sweetheart's help. Meanwhile, journalist Tom Friend investigates the corrupt concert and sets out to unmask the truth to the public."
6564,Lara Croft: Tomb Raider - The Cradle of Life,Comedy|Adventure|Thriller|Action|Romance,Jan de Bont,Ciarán Hinds|Gerard Butler|Chris Barrie|Noah Taylor|Angelina Jolie,"Off the coast of the volcanic island of Santorini, the intrepid archaeologist Lara Croft makes the unexpected discovery of a pulsating golden orb able to guide its holder to the mythical Pandora's Box. As the legendary artifact contains ancient mysteries of unfathomable power - said to contain one of the deadliest plagues on Earth, Lara is tasked by MI6 to make sure it doesn't fall into the wrong hands. With the aid of former Marine turned mercenary Terry Sheridan, she travels the world in pursuit of the precious item in a race against time; she must beat the unscrupulous Nobel Prize-winning scientist turned bioterrorist, Jonathan Reiss, to it."
6565,Seabiscuit,Drama,Gary Ross,Tobey Maguire|Jeff Bridges|Elizabeth Banks|David McCullough|Chris Cooper,True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation.
6566,Spy Kids 3-D: Game Over,Adventure|Action|Children,Robert Rodriguez,Alexa PenaVega|Daryl Sabara|Ricardo Montalban|Sylvester Stallone|Courtney Jines,"Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world."
6567,Buffalo Soldiers,Comedy|War|Crime|Drama,Gregor Jordan,Elizabeth McGovern|Scott Glenn|Anna Paquin|Joaquin Phoenix|Ed Harris,A criminal subculture operates among U.S. soldiers stationed in West Germany just before the fall of the Berlin wall.
6568,Camp,Comedy|Musical,Todd Graff,Alana Allen|Robin de Jesús|Joanna Chilcoat|Tiffany Taylor|Daniel Letterle,"Misfits in their lives back home, a group of young people live it up at musical-theater camp. While the sports counselor is completely ignored, the kids' spend all their time in rehearsal for a grueling schedule that involves a new show every two weeks. Several personal stories come to the fore."
6571,Mondays in the Sun,Drama,Fernando León de Aranoa,Javier Bardem|Celso Bugallo|Luis Tosar|Nieve de Medina|Enrique Villén,"After the closure of their shipyard in Northern Spain, a few former workers: Santa, José, Lino, Amador, Sergei and Reina keep in touch. They meet mainly at a bar owned by their former colleague Rico. Santa is the most superficially confident and unofficial leader of the group. A court case hangs over him relating to a shipyard lamp he smashed during a protest against the closure. José is bitter that his wife, Ana, is employed when he is not."
6572,Scorched,Comedy|Crime,Gavin Grazer,Alicia Silverstone|John Cleese|Woody Harrelson|Rachael Leigh Cook|David Krumholtz,"Three mischievous employees of a bank in a small deserted town all make plans to rob it at the same time, however none of them knows about the others."
6573,Avanti!,Comedy|Drama,Billy Wilder,Clive Revill|Edward Andrews|Gianfranco Barra|Juliet Mills|Jack Lemmon,A successful businessman goes to Italy to arrange for the return of his tycoon-father's body only to discover dad died with his mistress of long standing.
6574,Eve of Destruction,Thriller|Action|Sci-Fi,Duncan Gibbins,John M. Jackson|Gregory Hines|Michael Greene|Kurt Fuller|Renée Soutendijk,"Eve is a military robot made to look exactly like her creator, Dr. Eve Simmons. When she is damaged during a bank robbery, the robot becomes an unstoppable killing machine. Colonel Jim McQuade is assigned to stop the robot and with the help from Dr. Simmons they have to predict where she will go next."
6577,Kickboxer 2: The Road Back,Action|Drama,Albert Pyun,Sasha Mitchell|Dennis Chan Kwok-San|Matthias Hues|Cary-Hiroyuki Tagawa|Michel Qissi,"In this rousing sequel to Kickboxer, Tong Po broods about his defeat at the hands of Kurt Sloan. Po and his managers resort to drastic measures to goad Kurt's brother into the ring for a rematch."
6578,"Kiss Me, Stupid",Comedy,Billy Wilder,Ray Walston|Kim Novak|Felicia Farr|Cliff Osmond|Dean Martin,"While traveling home from Vegas, an amorous lounge singer named Dino gets conned by a local mechanic/songwriter into staying in town for the night. The mechanic's songwriting partner, Orville, offers Dino his home for overnight lodging and enlists a local waitress/call girl to pose as his wife in order to placate Dino's urges."
6579,"One, Two, Three",Comedy,Billy Wilder,Horst Buchholz|Pamela Tiffin|Howard St. John|James Cagney|Arlene Francis,"C.R. MacNamara is a managing director for Coca Cola in West Berlin during the Cold War, just before the Wall is put up. When Scarlett, the rebellious daughter of his boss, comes to West Berlin, MacNamara has to look after her, but this turns out to be a difficult task when she reveals to be married to a communist."
6581,The Private Life of Sherlock Holmes,Comedy|Drama|Mystery,Billy Wilder,Robert Stephens|Geneviève Page|Christopher Lee|Tamara Toumanova|Colin Blakely,"Holmes and Dr. Watson take on the case of a beautiful woman whose husband has vanished. The investigation proves strange indeed, involving six missing midgets, villainous monks, a Scottish castle, the Loch Ness monster, and covert naval experiments."
6582,Remo Williams: The Adventure Begins,Comedy|Thriller|Action|Crime,Guy Hamilton,Wilford Brimley|J.A. Preston|Joel Grey|Fred Ward|George Coe,"An officially ""dead"" cop is trained to become an extraordinary unique assassin in service of the U.S. President."
6583,The Blood of Heroes,Action|Sci-Fi,David Webb Peoples,Joan Chen|Delroy Lindo|Gandhi MacIntyre|Rutger Hauer|Anna Katarina,"Set in a futuristic world where the only sport that has survived in a wasted society is the brutal game known as jugging. Sallow, the leader of a rag-tag team, has played in the main Leagues before, but was cast out because of indiscretions with a lady. Now joined by a talented newcomer, Kidda, an ambitious young peasant girl, he and his team find they have one last chance for glory."
6584,"What's Up, Tiger Lily?",Comedy|Adventure|Thriller|Crime,Woody Allen|Senkichi Taniguchi,Tatsuya Mihashi|Mie Hama|Tadao Nakamaru|Akiko Wakabayashi|Susumu Kurobe,"In comic Woody Allen's film debut, he took the Japanese action film ""International Secret Police: Key of Keys"" and re-dubbed it, changing the plot to make it revolve around a secret egg salad recipe."
6586,American Wedding,Comedy,Jesse Dylan,Thomas Ian Nicholas|Seann William Scott|Eddie Kaye Thomas|Jason Biggs|Alyson Hannigan,"With high school a distant memory, Jim and Michelle are getting married — and in a hurry, since Jim's grandmother is sick and wants to see him walk down the aisle — prompting Stifler to throw the ultimate bachelor party. And Jim's dad is reliable as ever, doling out advice no one wants to hear."
6587,Gigli,Comedy|Romance|Crime,Martin Brest,Missy Crider|Lainie Kazan|Ben Affleck|Jennifer Lopez|Justin Bartha,"Gigli is ordered to kidnap the psychologically challenged younger brother of a powerful federal prosecutor. When plans go awry, Gigli's boss sends in Ricki, a gorgeous free-spirited female gangster who has her own set of orders to assist with the kidnapping. But Gigli begins falling for the decidedly unavailable Ricki, which could be a hazard to his occupation."
6588,And Now... Ladies and Gentlemen...,Thriller|Romance,Claude Lelouch,Jeremy Irons|Patricia Kaas|Yvan Attal|Arthur St. Claire|Alessandra Martines,A jazz singer and a British jewel thief are brought together by their mutual desire to forget the past.
6591,The Magdalene Sisters,Drama,Peter Mullan,Anne-Marie Duff|Geraldine McEwan|Dorothy Duffy|Eileen Walsh|Nora-Jane Noone,Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum.
6592,The Secret Lives of Dentists,Drama,Alan Rudolph,Hope Davis|Cassidy Hinkle|Denis Leary|Campbell Scott|Robin Tunney,An introspective dentist's suspicions about his wife's infidelity stresses his mental well being and family life to the breaking point.
6593,Freaky Friday,Comedy|Children|Fantasy,Mark Waters,Jamie Lee Curtis|Mark Harmon|Harold Gould|Chad Michael Murray|Lindsay Lohan,"Mother and daughter bicker over everything -- what Anna wears, whom she likes and what she wants to do when she's older. In turn, Anna detests Tess's fiancé. When a magical fortune cookie switches their personalities, they each get a peek at how the other person feels, thinks and lives."
